file,boxes_csv,boxes_parquet,delta_boxes,kilos_csv,kilos_parquet,delta_kilos,rows_csv,rows_parquet,status
datos_semana_641.csv,9067645,9067645,0,87807073.0,87807073.0,0.0,3140,3140,OK
datos_semana_642.csv,7661513,7661513,0,80514502.0,80514502.0,0.0,2741,2741,OK
datos_semana_643.csv,6311405,6311405,0,67147094.0,67147094.0,0.0,2401,2401,OK
datos_semana_644.csv,7557111,7557111,0,82177686.0,82177686.0,0.0,2540,2540,OK
datos_semana_645.csv,5946664,5946664,0,68655147.0,68655147.0,0.0,2213,2213,OK
datos_semana_646.csv,3976456,3976456,0,47527308.0,47527308.0,0.0,1687,1687,OK
datos_semana_647.csv,6109873,6109873,0,75149325.0,75149325.0,0.0,2344,2344,OK
datos_semana_648.csv,3855297,3855297,0,48865372.0,48865372.0,0.0,1755,1755,OK
datos_semana_649.csv,3966790,3966790,0,52923453.0,52923453.0,0.0,1887,1887,OK
datos_semana_650.csv,3334620,3334620,0,46427041.0,46427041.0,0.0,1628,1628,OK
datos_semana_651.csv,3711661,3711661,0,51355612.0,51355612.0,0.0,1653,1653,OK
datos_semana_652.csv,3110416,3110416,0,45484656.0,45484656.0,0.0,1465,1465,OK
datos_semana_653.csv,3397834,3397834,0,49183560.0,49183560.0,0.0,1593,1593,OK
datos_semana_654.csv,3051412,3051412,0,45422423.0,45422423.0,0.0,1486,1486,OK
datos_semana_655.csv,2415157,2415157,0,36974518.0,36974518.0,0.0,1311,1311,OK
datos_semana_656.csv,2979671,2979671,0,44268970.0,44268970.0,0.0,1431,1431,OK
datos_semana_657.csv,2355491,2355491,0,33583578.0,33583578.0,0.0,1245,1245,OK
datos_semana_658.csv,2750050,2750050,0,39358250.0,39358250.0,0.0,1355,1355,OK
datos_semana_659.csv,2528327,2528327,0,35741511.0,35741511.0,0.0,1215,1215,OK
datos_semana_660.csv,1936798,1936798,0,25652799.0,25652799.0,0.0,894,894,OK
datos_semana_661.csv,2167593,2167593,0,28897279.0,28897279.0,0.0,995,995,OK
datos_semana_662.csv,495737,495737,0,7965204.0,7965204.0,0.0,333,333,OK
datos_semana_663.csv,1889315,1889315,0,24037439.0,24037439.0,0.0,810,810,OK
datos_semana_664.csv,2134103,2134103,0,24621742.0,24621742.0,0.0,802,802,OK
datos_semana_665.csv,1408375,1408375,0,15611368.0,15611368.0,0.0,487,487,OK
datos_semana_666.csv,701877,701877,0,8760608.0,8760608.0,0.0,360,360,OK
datos_semana_667.csv,1355036,1355036,0,13638422.0,13638422.0,0.0,495,495,OK
datos_semana_668.csv,1188693,1188693,0,11572598.0,11572598.0,0.0,442,442,OK
datos_semana_669.csv,1016025,1016025,0,9110481.0,9110481.0,0.0,385,385,OK
datos_semana_670.csv,1075274,1075274,0,9577616.0,9577616.0,0.0,392,392,OK
datos_semana_671.csv,1183610,1183610,0,10072402.0,10072402.0,0.0,411,411,OK
